title,angajator,domeniu,tip_job,nivel_job,orase,actualizat_la,remote_work
"Online Shuffler PART TIME (4h), fara experienta",Randstad România,['Altele'],part-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  On-site
SAP Logistics Academy (German & French),BearingPoint,"['Achizitii - Logistica - Aprovizionare', 'Banci', 'Customer support - Client service']",full-time ,0 - 1 an experienta,"['BUCURESTI', ' Sibiu']",09.04.2024,  Hybrid 
Game Presenter Online- full-time 8 h/ part-time 4 h,Randstad România,"['Publicitate - Agentii publicitate', 'Relatii Publice', 'Telecomunicatii']",part-time ,Student/Absolvent,['BUCURESTI'],09.04.2024,  On-site
Java Software Engineer II,Worldpay,['IT Software'],full-time,1 - 5 years of experience,['BUCHAREST'],09.04.2024,  Hybrid 
INTERNSHIP .msg Java Training,msg Romania,['IT Software'],stagiu de practica ,Student/Absolvent,"['Cluj Napoca', ' Targu Mures']",09.04.2024,  Hybrid 
Mid/Senior SAP ABAP Developer,msg Romania,"['Inginerie', 'IT Software']",full-time ,peste 5 ani experienta,"['Cluj Napoca', ' Timisoara']",09.04.2024,  Remote 
Workshop Manager - Welding ,Konem Invest,['Others'],full-time,1 - 5 years of experience,['Abroad'],09.04.2024,  On-site
Mid/Senior Java Developer cu Germană,msg Romania,"['Inginerie', 'IT Software']",full-time ,peste 5 ani experienta,"['Cluj Napoca', ' Targu Mures', ' Timisoara']",09.04.2024,  Remote 
SaaS Technical Support Specialist,Key Talents,"['Customer support - Client service', 'IT Hardware', 'IT Software']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Endpoint Security Support Engineer,Key Talents,"['Customer support - Client service', 'IT Hardware', 'IT Software']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Medical Assistant  ,Konem Invest,['Pharmacy - Health'],full-time,1 - 5 years of experience,['Abroad'],09.04.2024,  On-site
Team Leader Electricity  HVAC ,Konem Invest,['Others'],full-time,1 - 5 years of experience,['Abroad'],09.04.2024,  On-site
Design Engineer,Talent Stream,"['Constructii', 'Inginerie']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Senior Logistic Solution Engineer,Konem Invest,"['Acquisitions - Logistics - Supplies', 'Others']",full-time,1 - 5 years of experience,['Abroad'],09.04.2024,  On-site
Project engineer - Portable Air Division,Konem Invest,['Others'],full-time,1 - 5 years of experience,['Abroad'],09.04.2024,  On-site
INTERNSHIP .msg Career Start,msg Romania,['IT Software'],stagiu de practica ,Student/Absolvent,"['Cluj Napoca', ' Timisoara']",09.04.2024,  Hybrid 
INTERNSHIP .msg SAP Summer School,msg Romania,['IT Software'],proiect cariera ,Student/Absolvent,"['Cluj Napoca', ' Timisoara']",09.04.2024,  Hybrid 
OPERATOR REZERVARI FERRY,Morgan Sol,"['Altele', 'Customer support - Client service', 'Turism']",full-time ,1 - 5 ani experienta,"['BUCURESTI', ' Ilfov']",09.04.2024,  On-site
Sales Representative - Philip Morris - Braila,INTERBRANDS ORBICO,"['Achizitii - Logistica - Aprovizionare', 'Marketing', 'Vanzari']",full-time ,1 - 5 ani experienta,['Braila'],09.04.2024,  On-site
Area Sales Manager,BIA Human Capital Solutions,"['Farmacie - Medicina', 'Vanzari']",full-time ,1 - 5 ani experienta,"['Brasov', ' BUCURESTI', ' Ilfov']",09.04.2024,  On-site
Personal Banker,BCR,['Banci'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
High Voltage Specialist ,Konem Invest,['Others'],full-time,1 - 5 years of experience,['Abroad'],09.04.2024,  On-site
Partener Clienti Retail,BCR,['Banci'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Specialist Custodie,BCR,['Banci'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Senior FP&A Analyst,Farmacia Dona,['Contabilitate Finante'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Junior Brand Manager,Farmacia Dona,['Marketing'],full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  On-site
Director Vanzari - Regiunea Sud-Vest,Farmacia Dona,"['Farmacie - Medicina', 'Vanzari']",full-time ,peste 5 ani experienta,"['Craiova', ' Pitesti', ' Slatina']",09.04.2024,  On-site
Consilier Vanzari Mobila,Randstad România,['Vanzari'],full-time ,1 - 5 ani experienta,['Oradea'],09.04.2024,  On-site
Contabil,BCR,"['Banci', 'Contabilitate Finante']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Auditor Junior,BCR,"['Banci', 'Contabilitate Finante']",full-time ,0 - 1 an experienta,['BUCURESTI'],09.04.2024,  Hybrid 
IT Analyst,BCR,"['Banci', 'IT Software']",full-time ,1 - 5 ani experienta,['BUCURESTI'],09.04.2024,  Hybrid 
Technical Project Specialist,Siemens Energy,['Engineering'],full-time,peste 5 years of experience,['BUCHAREST'],09.04.2024,  On-site
